시군구명,읍면동명,지하철역명,District,Longitude,Latitude
마포구,노고산동,서강대,대흥동,126.94341748088685,37.54994771023627
마포구,성산동,가좌,성산2동,126.90899709145033,37.56865612002697
마포구,동교동,홍대입구,서교동,126.91459072347962,37.55510931339116
마포구,성산동,마포구청,성산2동,126.90899709145033,37.56865612002697
마포구,동교동,홍대입구,서교동,126.91459072347962,37.55510931339116
마포구,성산동,월드컵경기장(성산),성산2동,126.90899709145033,37.56865612002697
마포구,도화동,마포,용강동,126.94277604266684,37.54227449400425
마포구,공덕동,공덕,아현동,126.95590370163207,37.554483251679514
양천구,목동,염창,목2동,126.8717000412482,37.54613259960127
양천구,목동,오목교(목동운동장앞),목1동,126.87113876950467,37.53035368195863
양천구,신정동,양천구청,신정7동,126.85968767342912,37.51440010484428
양천구,신정동,신정네거리,신정3동,126.85479986821939,37.515122207950974
양천구,목동,등촌,목3동,126.86445585967762,37.54473336465985
양천구,목동,오목교(목동운동장앞),목1동,126.87113876950467,37.53035368195863
양천구,목동,염창,목2동,126.8717000412482,37.54613259960127
양천구,목동,신목동,목2동,126.8717000412482,37.54613259960127
양천구,목동,목동,목1동,126.87113876950467,37.53035368195863
양천구,목동,신목동,목2동,126.8717000412482,37.54613259960127
강서구,화곡동,우장산,우장산동,126.84179449483894,37.54819744680285
강서구,가양동,양천향교,가양1동,126.83492534942096,37.57188423770563
강서구,가양동,공항시장,가양1동,126.83492534942096,37.57188423770563
강서구,내발산동,발산,발산1동,126.82512699656547,37.55054536446922
강서구,화곡동,까치산,화곡1동,126.8416013030719,37.53039704721021
강서구,마곡동,마곡,공항동,126.79483817099285,37.55591341272746
강서구,방화동,김포공항,공항동,126.79483817099285,37.55591341272746
강서구,마곡동,마곡나루,가양1동,126.83492534942096,37.57188423770563
강서구,마곡동,마곡나루,가양1동,126.83492534942096,37.57188423770563
강서구,마곡동,마곡나루,방화1동,126.81749616956925,37.56866545658671
강서구,개화동,개화,방화2동,126.80673880485905,37.56671300076564
강서구,가양동,증미,가양3동,126.86054189258371,37.56105848293945
강서구,방화동,신방화,방화1동,126.81749616956925,37.56866545658671
강서구,화곡동,화곡,우장산동,126.84179449483894,37.54819744680285
강서구,마곡동,마곡나루,방화1동,126.81749616956925,37.56866545658671
강서구,공항동,송정,공항동,126.79483817099285,37.55591341272746
강서구,내발산동,발산,발산1동,126.82512699656547,37.55054536446922
강서구,염창동,염창,염창동,126.87098534896086,37.553736243141515
강서구,등촌동,발산,등촌3동,126.84792880294093,37.55888772806288
강서구,화곡동,,화곡8동,126.84836227238645,37.532633194908016
강서구,마곡동,신방화,방화1동,126.81749616956925,37.56866545658671
강서구,공항동,송정,공항동,126.79483817099285,37.55591341272746
강서구,방화동,방화,방화3동,126.81355003364565,37.578743210924834
강서구,등촌동,가양,등촌3동,126.84792880294093,37.55888772806288
강서구,가양동,가양,가양3동,126.86054189258371,37.56105848293945
강서구,마곡동,마곡,가양1동,126.83492534942096,37.57188423770563
강서구,방화동,개화산,방화2동,126.80673880485905,37.56671300076564
강서구,방화동,김포공항,공항동,126.79483817099285,37.55591341272746
강서구,공항동,공항시장,방화2동,126.80673880485905,37.56671300076564
강서구,마곡동,마곡나루,방화1동,126.81749616956925,37.56866545658671
강서구,마곡동,마곡,발산1동,126.82512699656547,37.55054536446922
강서구,방화동,김포공항,방화2동,126.80673880485905,37.56671300076564
강서구,등촌동,양천향교,가양1동,126.83492534942096,37.57188423770563
구로구,온수동,,수궁동,126.83147856339022,37.49390321679422
구로구,개봉동,개봉,개봉2동,126.85654294398566,37.49088009723622
구로구,온수동,온수(성공회대입구),수궁동,126.83147856339022,37.49390321679422
구로구,온수동,온수(성공회대입구),수궁동,126.83147856339022,37.49390321679422
구로구,온수동,온수(성공회대입구),수궁동,126.83147856339022,37.49390321679422
구로구,개봉동,개봉,개봉1동,126.8511464334611,37.50026550778234
구로구,구로동,구로,구로5동,126.88935294993047,37.500123666664315
구로구,오류동,오류동,오류1동,126.84505065622653,37.49709333827066
구로구,가리봉동,,가리봉동,126.88920266112314,37.48243495602108
구로구,가리봉동,,가리봉동,126.88920266112314,37.48243495602108
구로구,구로동,,구로3동,126.89033063276314,37.487348304030654
구로구,구로동,대림(구로구청),구로4동,126.88916194362048,37.49162880006584
구로구,오류동,오류동,오류2동,126.83950458361203,37.48881469609833
구로구,오류동,오류동,오류1동,126.84505065622653,37.49709333827066
구로구,온수동,온수(성공회대입구),수궁동,126.83147856339022,37.49390321679422
구로구,천왕동,천왕,오류2동,126.83950458361203,37.48881469609833
구로구,천왕동,천왕,오류2동,126.83950458361203,37.48881469609833
구로구,구로동,구로디지털단지,구로3동,126.89033063276314,37.487348304030654
구로구,구로동,구로디지털단지,구로3동,126.89033063276314,37.487348304030654
구로구,온수동,온수(성공회대입구),수궁동,126.83147856339022,37.49390321679422
구로구,온수동,온수(성공회대입구),수궁동,126.83147856339022,37.49390321679422
구로구,온수동,온수(성공회대입구),수궁동,126.83147856339022,37.49390321679422
구로구,구로동,구로,구로5동,126.88935294993047,37.500123666664315
구로구,신도림동,신도림,신도림동,126.88061022867365,37.507780905043674
구로구,구로동,신도림,구로5동,126.88935294993047,37.500123666664315
구로구,구로동,신도림,구로5동,126.88935294993047,37.500123666664315
금천구,가산동,가산디지털단지,가산동,126.89163476131107,37.47687618530204
금천구,가산동,가산디지털단지,가산동,126.89163476131107,37.47687618530204
금천구,시흥동,금천구청,시흥1동,126.90325068575228,37.45353926774916
금천구,독산동,금천구청,독산1동,126.897043364446,37.4702351736748
금천구,가산동,금천구청,가산동,126.89163476131107,37.47687618530204
금천구,가산동,가산디지털단지,가산동,126.89163476131107,37.47687618530204
금천구,가산동,,가산동,126.89163476131107,37.47687618530204
영등포구,여의도동,여의나루,여의동,126.93460076393592,37.51759001910157
영등포구,양평동5가,선유도,양평2동,126.89594587647893,37.537744724515335
영등포구,대림동,대림(구로구청),대림3동,126.8980588061171,37.49830786419587
영등포구,영등포동,영등포,영등포본동,126.90935224775124,37.514672109589846
영등포구,영등포동,영등포,영등포본동,126.90935224775124,37.514672109589846
영등포구,여의도동,여의도,여의동,126.93460076393592,37.51759001910157
영등포구,신길동,보라매,신길6동,126.90985472928638,37.499402265501345
영등포구,영등포동,영등포,영등포본동,126.90935224775124,37.514672109589846
영등포구,여의도동,샛강,여의동,126.93460076393592,37.51759001910157
영등포구,대림동,대림(구로구청),대림3동,126.8980588061171,37.49830786419587
영등포구,여의도동,샛강,여의동,126.93460076393592,37.51759001910157
영등포구,여의도동,국회의사당,여의동,126.93460076393592,37.51759001910157
영등포구,당산동6가,당산,당산2동,126.89731736540782,37.53103166936052
영등포구,당산동5가,당산,당산2동,126.89731736540782,37.53103166936052
영등포구,영등포동7가,영등포시장,영등포동,126.90759003155141,37.52379249719461
영등포구,신길동,신풍,신길6동,126.90985472928638,37.499402265501345
영등포구,신길동,신풍,신길6동,126.90985472928638,37.499402265501345
영등포구,신길동,신풍,신길5동,126.90523335905252,37.501640350871256
영등포구,당산동3가,영등포구청,당산1동,126.8973844956197,37.52497339384462
영등포구,당산동3가,,당산1동,126.8973844956197,37.52497339384462
영등포구,당산동5가,당산,당산2동,126.89731736540782,37.53103166936052
영등포구,양평동5가,선유도,양평2동,126.89594587647893,37.537744724515335
영등포구,당산동6가,당산,당산2동,126.89731736540782,37.53103166936052
영등포구,당산동6가,당산,당산2동,126.89731736540782,37.53103166936052
영등포구,양평동5가,선유도,양평2동,126.89594587647893,37.537744724515335
동작구,대방동,신대방삼거리,대방동,126.92634350000763,37.50816426100698
동작구,본동,노들,노량진1동,126.9420162213609,37.51230680241965
동작구,흑석동,흑석(중앙대입구),흑석동,126.96659075316671,37.505775015361046
동작구,상도1동,상도,상도1동,126.94974533151786,37.50323181885924
동작구,사당동,총신대입구(이수),사당2동,126.97925342785726,37.48875249863833
동작구,본동,노들,노량진1동,126.9420162213609,37.51230680241965
동작구,사당동,사당,사당1동,126.97867156418748,37.48315533173558
동작구,사당동,이수,사당1동,126.97867156418748,37.48315533173558
동작구,동작동,동작(현충원),사당2동,126.97925342785726,37.48875249863833
동작구,상도동,숭실대입구(살피재),상도1동,126.94974533151786,37.50323181885924
동작구,사당동,이수,사당1동,126.97867156418748,37.48315533173558
동작구,사당동,이수,사당2동,126.97925342785726,37.48875249863833
동작구,상도동,숭실대입구(살피재),상도1동,126.94974533151786,37.50323181885924
동작구,노량진동,노량진,노량진1동,126.9420162213609,37.51230680241965
동작구,본동,노들,노량진1동,126.9420162213609,37.51230680241965
동작구,상도동,장승배기,상도2동,126.94231104264887,37.505466519492
동작구,노량진동,사당,노량진1동,126.9420162213609,37.51230680241965
동작구,흑석동,흑석(중앙대입구),흑석동,126.96659075316671,37.505775015361046
동작구,동작동,동작(현충원),사당2동,126.97925342785726,37.48875249863833
동작구,사당동,남성,사당3동,126.97208541295585,37.48662464363699
동작구,노량진동,노량진,노량진2동,126.93735932013962,37.508531018191846
동작구,노량진동,노량진,노량진1동,126.9420162213609,37.51230680241965
관악구,신림동,신림,신림동,126.9271237136849,37.48741276844844
관악구,신림동,신림,신림동,126.9271237136849,37.48741276844844
관악구,봉천동,서울대입구(관악구청),낙성대동,126.95840521501923,37.47629145340168
관악구,신림동,신림,서원동,126.93137764212042,37.47976395192632
관악구,봉천동,낙성대,행운동,126.9570867951137,37.480615826828455
관악구,봉천동,봉천,은천동,126.94250287827985,37.485377767480706
관악구,봉천동,서울대입구(관악구청),중앙동,126.94978974822226,37.484188153857104
관악구,신림동,신대방,신사동,126.91810737541165,37.48542104131249
관악구,남현동,사당,남현동,126.97784646962457,37.47456675887942
관악구,신림동,신림,서원동,126.93137764212042,37.47976395192632
관악구,신림동,신림,서원동,126.93137764212042,37.47976395192632
서초구,반포동,고속터미널,반포4동,127.00030759341732,37.49747606930116
서초구,반포동,고속터미널,반포2동,126.9945035076517,37.50459388896943
서초구,서초동,교대(법원.검찰청),서초1동,127.01957096253298,37.49007898260848
서초구,서초동,남부터미널(예술의전당),서초3동,127.01200750943013,37.48370806396488
서초구,서초동,강남,서초4동,127.02408896564856,37.50272828123128
서초구,양재동,양재시민의숲(매헌),양재2동,127.0412886879359,37.470633217194234
서초구,서초동,서초,서초3동,127.01200750943013,37.48370806396488
서초구,서초동,서초,서초3동,127.01200750943013,37.48370806396488
서초구,방배동,,방배2동,126.9855736446241,37.47982624701295
서초구,반포동,구반포,반포본동,126.9860356113934,37.5004413570286
서초구,잠원동,잠원,잠원동,127.01410282023416,37.51491868802903
서초구,잠원동,잠원,잠원동,127.01410282023416,37.51491868802903
서초구,반포동,구반포,반포본동,126.9860356113934,37.5004413570286
서초구,반포동,신반포,반포2동,126.9945035076517,37.50459388896943
서초구,반포동,신반포,반포2동,126.9945035076517,37.50459388896943
서초구,방배동,사당,방배2동,126.9855736446241,37.47982624701295
서초구,방배동,사당,방배2동,126.9855736446241,37.47982624701295
서초구,신원동,청계산입구,양재2동,127.0412886879359,37.470633217194234
서초구,방배동,총신대입구(이수),방배4동,126.99248289849378,37.48906042373039
서초구,방배동,내방,방배1동,126.99450958540659,37.48336976730155
서초구,양재동,양재(서초구청),양재1동,127.02672880394384,37.47163933132787
서초구,반포동,사평,반포1동,127.01337714858089,37.50509061438031
서초구,서초동,교대(법원.검찰청),서초1동,127.01957096253298,37.49007898260848
서초구,서초동,강남,서초2동,127.02495850336193,37.492074599849566
서초구,반포동,반포,반포1동,127.01337714858089,37.50509061438031
서초구,서초동,신논현,서초4동,127.02408896564856,37.50272828123128
서초구,서초동,강남,서초2동,127.02495850336193,37.492074599849566
서초구,양재동,양재시민의숲(매헌),양재2동,127.0412886879359,37.470633217194234
서초구,반포동,사평,반포1동,127.01337714858089,37.50509061438031
서초구,잠원동,반포,잠원동,127.01410282023416,37.51491868802903
서초구,반포동,신논현,반포1동,127.01337714858089,37.50509061438031
서초구,방배동,방배,방배1동,126.99450958540659,37.48336976730155
서초구,방배동,남태령,방배2동,126.9855736446241,37.47982624701295
서초구,서초동,강남,서초2동,127.02495850336193,37.492074599849566
서초구,양재동,양재(서초구청),양재1동,127.02672880394384,37.47163933132787
서초구,방배동,내방,방배4동,126.99248289849378,37.48906042373039
서초구,잠원동,고속터미널,반포3동,127.00354690612721,37.50878543933239
서초구,서초동,양재(서초구청),양재1동,127.02672880394384,37.47163933132787
강남구,대치동,삼성(무역센터),대치2동,127.06416444805477,37.50224839237725
강남구,대치동,대치,대치1동,127.05682016381063,37.49326010984354
강남구,삼성동,봉은사,삼성1동,127.06252794171509,37.51439120945542
강남구,청담동,청담,청담동,127.04931002321993,37.52511579897959
강남구,삼성동,삼성중앙,삼성1동,127.06252794171509,37.51439120945542
강남구,논현동,선정릉,논현2동,127.03735990690524,37.51739318345911
강남구,역삼동,선정릉,역삼1동,127.03320108651666,37.49542431718493
강남구,역삼동,선릉,역삼1동,127.03320108651666,37.49542431718493
강남구,논현동,학동,논현2동,127.03735990690524,37.51739318345911
강남구,청담동,강남구청,청담동,127.04931002321993,37.52511579897959
강남구,삼성동,강남구청,삼성2동,127.04607058643163,37.511266884811576
강남구,논현동,강남구청,논현2동,127.03735990690524,37.51739318345911
강남구,신사동,신사,신사동,127.02277448907014,37.52398502986103
강남구,역삼동,,역삼2동,127.0468346777432,37.49596751103195
강남구,논현동,신사,논현1동,127.02855272024502,37.51149226338117
강남구,논현동,언주,논현1동,127.02855272024502,37.51149226338117
강남구,역삼동,언주,역삼1동,127.03320108651666,37.49542431718493
강남구,개포동,대청,개포3동,127.07369959446872,37.49217318132317
강남구,도곡동,매봉,도곡1동,127.03896912921999,37.48830459754871
강남구,수서동,,수서동,127.10500397212131,37.48888785942371
강남구,압구정동,압구정로데오,압구정동,127.03080917042102,37.53066864143361
강남구,역삼동,강남,역삼1동,127.03320108651666,37.49542431718493
강남구,대치동,,대치2동,127.06416444805477,37.50224839237725
강남구,논현동,논현,논현1동,127.02855272024502,37.51149226338117
강남구,역삼동,역삼,역삼1동,127.03320108651666,37.49542431718493
강남구,압구정동,압구정로데오,압구정동,127.03080917042102,37.53066864143361
강남구,수서동,,수서동,127.10500397212131,37.48888785942371
강남구,도곡동,,도곡2동,127.04638382177308,37.483728401661516
강남구,개포동,구룡,개포2동,127.06913357484176,37.48978647004139
강남구,개포동,구룡,개포2동,127.06913357484176,37.48978647004139
강남구,대치동,,대치2동,127.06416444805477,37.50224839237725
강남구,대치동,,대치1동,127.05682016381063,37.49326010984354
강남구,대치동,,대치1동,127.05682016381063,37.49326010984354
강남구,논현동,강남구청,논현2동,127.03735990690524,37.51739318345911
강남구,일원동,,개포3동,127.07369959446872,37.49217318132317
강남구,대치동,삼성(무역센터),대치2동,127.06416444805477,37.50224839237725
강남구,삼성동,청담,삼성1동,127.06252794171509,37.51439120945542
강남구,삼성동,삼성중앙,삼성1동,127.06252794171509,37.51439120945542
강남구,삼성동,선릉,삼성2동,127.04607058643163,37.511266884811576
강남구,대치동,선릉,대치4동,127.0578564496369,37.49974324995733
강남구,역삼동,역삼,역삼1동,127.03320108651666,37.49542431718493
강남구,역삼동,역삼,역삼1동,127.03320108651666,37.49542431718493
강남구,대치동,도곡,대치1동,127.05682016381063,37.49326010984354
강남구,신사동,압구정,압구정동,127.03080917042102,37.53066864143361
강남구,수서동,수서,수서동,127.10500397212131,37.48888785942371
강남구,수서동,수서,수서동,127.10500397212131,37.48888785942371
강남구,역삼동,,역삼1동,127.03320108651666,37.49542431718493
강남구,일원동,일원,일원본동,127.08649883003277,37.4833130035479
강남구,일원동,일원,일원본동,127.08649883003277,37.4833130035479
강남구,개포동,대청,개포3동,127.07369959446872,37.49217318132317
강남구,도곡동,매봉,도곡1동,127.03896912921999,37.48830459754871
강남구,신사동,압구정,압구정동,127.03080917042102,37.53066864143361
강남구,역삼동,강남,역삼1동,127.03320108651666,37.49542431718493
강남구,도곡동,양재(서초구청),도곡1동,127.03896912921999,37.48830459754871
강남구,대치동,한티,대치4동,127.0578564496369,37.49974324995733
강남구,대치동,한티,대치1동,127.05682016381063,37.49326010984354
강남구,대치동,학여울,대치2동,127.06416444805477,37.50224839237725
강남구,일원동,,일원1동,127.08806917419275,37.49187862508384
강남구,일원동,,일원1동,127.08806917419275,37.49187862508384
강남구,개포동,,개포2동,127.06913357484176,37.48978647004139
강남구,개포동,,개포2동,127.06913357484176,37.48978647004139
강남구,도곡동,,도곡2동,127.04638382177308,37.483728401661516
강남구,도곡동,,도곡2동,127.04638382177308,37.483728401661516
강남구,대치동,,대치1동,127.05682016381063,37.49326010984354
강남구,일원동,,일원본동,127.08649883003277,37.4833130035479
강남구,일원동,,일원본동,127.08649883003277,37.4833130035479
강남구,개포동,대모산입구,개포3동,127.07369959446872,37.49217318132317
강남구,일원동,대모산입구,개포2동,127.06913357484176,37.48978647004139
강남구,개포동,개포동,개포2동,127.06913357484176,37.48978647004139
강남구,개포동,개포동,개포2동,127.06913357484176,37.48978647004139
강남구,삼성동,삼성(무역센터),삼성1동,127.06252794171509,37.51439120945542
강남구,삼성동,삼성(무역센터),삼성1동,127.06252794171509,37.51439120945542
강남구,삼성동,봉은사,삼성1동,127.06252794171509,37.51439120945542
강남구,일원동,,일원본동,127.08649883003277,37.4833130035479
강남구,일원동,,일원본동,127.08649883003277,37.4833130035479
송파구,가락동,가락시장,문정2동,127.11091238533636,37.4898951926552
송파구,가락동,가락시장,가락본동,127.12177224220831,37.49558967282977
송파구,방이동,한성백제,방이2동,127.11444178436398,37.51457576815779
송파구,방이동,한성백제,오륜동,127.13430567724342,37.515416211063034
송파구,석촌동,석촌고분,석촌동,127.10366738403702,37.50356463067748
송파구,석촌동,석촌,석촌동,127.10366738403702,37.50356463067748
송파구,가락동,가락시장,가락1동,127.10729000914175,37.4997483408833
송파구,오금동,,오금동,127.12809944967847,37.50300005998476
송파구,마천동,,마천1동,127.14997157111824,37.49607982374298
송파구,가락동,개롱,가락2동,127.12664005653761,37.498698431647895
송파구,신천동,잠실(송파구청),잠실6동,127.1006605179514,37.51812745749349
송파구,신천동,몽촌토성(평화의문),잠실4동,127.11223328041534,37.520239790233376
송파구,가락동,오금,가락본동,127.12177224220831,37.49558967282977
송파구,방이동,송파나루,방이2동,127.11444178436398,37.51457576815779
송파구,송파동,송파나루,송파1동,127.10931695972181,37.50622290825949
송파구,장지동,장지,장지동,127.13112378845288,37.48371159802707
송파구,석촌동,석촌고분,석촌동,127.10366738403702,37.50356463067748
송파구,신천동,잠실(송파구청),잠실6동,127.1006605179514,37.51812745749349
송파구,신천동,,잠실4동,127.11223328041534,37.520239790233376
송파구,방이동,,방이2동,127.11444178436398,37.51457576815779
송파구,방이동,올림픽공원(한국체대),오륜동,127.13430567724342,37.515416211063034
송파구,송파동,송파나루,송파1동,127.10931695972181,37.50622290825949
송파구,방이동,송파나루,방이2동,127.11444178436398,37.51457576815779
송파구,오금동,오금,오금동,127.12809944967847,37.50300005998476
송파구,방이동,올림픽공원(한국체대),오륜동,127.13430567724342,37.515416211063034
송파구,방이동,올림픽공원(한국체대),오륜동,127.13430567724342,37.515416211063034
송파구,문정동,장지,문정2동,127.11091238533636,37.4898951926552
송파구,신천동,잠실(송파구청),잠실6동,127.1006605179514,37.51812745749349
송파구,방이동,,오륜동,127.13430567724342,37.515416211063034
송파구,오금동,,오금동,127.12809944967847,37.50300005998476
송파구,가락동,경찰병원,가락본동,127.12177224220831,37.49558967282977
송파구,잠실동,종합운동장,잠실2동,127.08854061905198,37.51191663623328
송파구,잠실동,잠실새내,잠실3동,127.09438326683343,37.5133248862588
송파구,풍납동,,풍납2동,127.11682116834518,37.528776839455645
송파구,송파동,송파,송파2동,127.11676639171556,37.50233785400787
송파구,장지동,,문정2동,127.11091238533636,37.4898951926552
송파구,풍납동,강동구청,풍납2동,127.11682116834518,37.528776839455645
송파구,송파동,석촌,송파1동,127.10931695972181,37.50622290825949
송파구,삼전동,석촌고분,삼전동,127.09251970719157,37.50272333861296
송파구,잠실동,종합운동장,잠실7동,127.07696864354489,37.508670315882846
송파구,오금동,방이,오금동,127.12809944967847,37.50300005998476
송파구,잠실동,잠실새내,잠실2동,127.08854061905198,37.51191663623328
송파구,마천동,,마천1동,127.14997157111824,37.49607982374298
송파구,삼전동,석촌고분,삼전동,127.09251970719157,37.50272333861296
송파구,거여동,거여,거여1동,127.14326516764659,37.49697834083816
송파구,가락동,경찰병원,가락2동,127.12664005653761,37.498698431647895
송파구,문정동,문정,문정1동,127.12418320161476,37.490145082846496
송파구,신천동,잠실나루,잠실6동,127.1006605179514,37.51812745749349
송파구,방이동,방이,방이1동,127.12391911174258,37.51098021106454
송파구,방이동,둔촌오륜,오륜동,127.13430567724342,37.515416211063034
강동구,고덕동,상일동,고덕2동,127.1643659743796,37.56052548107242
강동구,고덕동,고덕,고덕1동,127.15149748099994,37.55725946407166
강동구,천호동,굽은다리(강동구민회관앞),천호1동,127.13682095783506,37.54495533979818
강동구,상일동,상일동,상일1동,127.16462039509204,37.55064299525213
강동구,둔촌동,중앙보훈병원,둔촌2동,127.14196345403232,37.533348000803336
강동구,성내동,강동,천호3동,127.1331208093744,37.53610094404107
강동구,강일동,강일,강일동,127.17391966164308,37.564944692060216
강동구,성내동,둔촌동,성내3동,127.13289932744046,37.526056837230755
강동구,명일동,명일,명일1동,127.14607311289872,37.549802438924004
강동구,상일동,강일,상일2동,127.17760151552136,37.552011719375116
강동구,암사동,암사,암사2동,127.12724128233734,37.55174876506879
강동구,명일동,고덕,명일2동,127.15137126510221,37.5463359336339
강동구,둔촌동,중앙보훈병원,둔촌2동,127.14196345403232,37.533348000803336
강동구,둔촌동,중앙보훈병원,둔촌2동,127.14196345403232,37.533348000803336
강동구,성내동,강동,천호3동,127.1331208093744,37.53610094404107
강동구,고덕동,상일동,고덕2동,127.1643659743796,37.56052548107242
강동구,길동,길동,길동,127.14271234554934,37.53448596245374
강동구,둔촌동,둔촌오륜,둔촌1동,127.1367545921075,37.52348638333312
강동구,상일동,강일,상일2동,127.17760151552136,37.552011719375116
강동구,성내동,천호(풍납토성),성내2동,127.1295572269625,37.53243963816749
